"x","y","z","mx","my","mz"
0.3429,0,0,-0.00013547,0.51016,0.85997
0.3438,0,0,-4.3069e-05,0.50717,0.8618
0.3447,0,0,8.3329e-05,0.50426,0.86346
0.3456,0,0,0.00011523,0.50134,0.86507
0.3465,0,0,0.00014087,0.49841,0.86669
0.3474,0,0,0.00016651,0.49549,0.8683
0.3483,0,0,0.00019215,0.49257,0.86991
0.3492,0,0,0.00021779,0.48964,0.87153
0.3501,0,0,0.00024343,0.48672,0.87314
0.351,0,0,0.00026907,0.4838,0.87475
0.3519,0,0,0.00029471,0.48087,0.87637
0.3528,0,0,0.00032035,0.47795,0.87798
0.3537,0,0,0.0003343,0.47501,0.8796
0.3546,0,0,0.00034536,0.47207,0.88123
0.3555,0,0,0.00035643,0.46913,0.88285
0.3564,0,0,0.00036749,0.46618,0.88448
0.3573,0,0,0.00037855,0.46324,0.8861
0.3582,0,0,0.00038961,0.4603,0.88773
0.3591,0,0,0.00036729,0.45741,0.8892
0.36,0,0,0.00033362,0.45454,0.89062
0.3609,0,0,0.00029996,0.45166,0.89204
0.3618,0,0,0.00026629,0.44879,0.89346
0.3627,0,0,0.00024348,0.4459,0.89489
0.3636,0,0,0.00022296,0.443,0.89632
0.3645,0,0,0.00020243,0.4401,0.89775
0.3654,0,0,0.0001819,0.4372,0.89918
0.3663,0,0,0.00016137,0.4343,0.90061
0.3672,0,0,0.00014085,0.4314,0.90204
0.3681,0,0,0.00012032,0.4285,0.90348
0.369,0,0,0.00014278,0.42562,0.90487
0.3699,0,0,0.00024795,0.42278,0.90617
0.3708,0,0,0.00030606,0.41994,0.90746
0.3717,0,0,0.00027481,0.4171,0.90871
0.3726,0,0,0.00024355,0.41427,0.90996
0.3735,0,0,0.0002123,0.41144,0.91122
0.3744,0,0,0.00018104,0.4086,0.91247
0.3753,0,0,0.00014979,0.40577,0.91372
0.3762,0,0,0.00011854,0.40294,0.91497
0.3771,0,0,8.728e-05,0.4001,0.91622
0.378,0,0,5.6025e-05,0.39727,0.91747
0.3789,0,0,2.4771e-05,0.39444,0.91873
0.3798,0,0,-6.4842e-06,0.3916,0.91998
0.3807,0,0,-3.7739e-05,0.38877,0.92123
0.3816,0,0,-5.2212e-05,0.38594,0.92247
0.3825,0,0,4.3144e-05,0.38315,0.92361
0.3834,0,0,0.0001385,0.38035,0.92476
0.3843,0,0,0.00023386,0.37756,0.92591
0.3852,0,0,0.00026603,0.37482,0.92698
0.3861,0,0,0.00028684,0.37208,0.92803
0.387,0,0,0.00030765,0.36935,0.92909
